heard,building,noise,in_vehicle,asleep,no_windows,age,distance
1,0,0,0,0,0,45,113.7382847693214
1,0,0,0,0,0,71,415.19965073169027
0,1,1,0,0,0,68,34887.11838550681
1,0,1,0,0,0,69,811.6475664087682
1,0,0,0,0,0,62,553.5405178394909
0,1,0,0,0,1,66,1075.6286652063288
0,0,0,0,0,0,86,29226.74065687772
1,0,0,0,0,0,48,564.2201035994768
1,0,0,0,0,0,29,9346.388293257374
1,0,0,0,0,0,22,1505.8520619821606
1,0,0,0,0,0,73,1366.6959094404992
1,1,0,0,0,0,23,372.1731778442444
0,0,0,0,0,0,48,34830.028187168515
1,0,0,0,0,0,19,2301.2449769258396
1,0,0,0,0,0,54,868.2799259012913
0,1,1,0,0,0,75,1046.161397404297
1,1,0,0,0,0,69,1295.1951686931263
1,1,0,0,0,0,50,999.1528809368175
1,1,0,0,0,0,60,646.7628656807314
1,1,0,0,0,0,34,339.8389991808435
1,0,0,0,0,0,31,931.5906284147611
1,0,0,0,0,0,66,527.2721101094246
1,0,0,0,0,0,21,59.67419368411479
1,1,0,0,0,0,51,885.8953260355006
1,0,1,0,0,0,60,146.89791538246016
1,0,0,0,0,0,44,555.255442862917
1,0,0,0,0,0,75,787.1674605407602
1,0,0,0,0,0,57,376.3707019237609
1,0,0,0,0,0,41,350.7986797283
1,0,0,0,0,0,37,602.2610750010131
1,1,1,0,0,0,36,908.6330284241777
1,0,0,0,0,0,19,229.3104386451223
1,0,0,0,0,0,64,450.6653340589884
1,0,0,0,0,0,24,927.0684778004983
1,1,0,0,0,0,34,687.7002868542039
0,1,1,0,0,0,83,36742.93021803336
1,0,0,0,0,0,42,432.44719012528265
1,0,0,0,0,0,42,944.2825320222148
0,0,0,1,0,0,35,36095.82388496761
1,1,0,0,0,0,54,896.1711236060514
0,0,0,1,0,0,37,33481.46632109766
1,0,0,0,0,0,49,354.66374807032923
1,0,0,0,0,0,80,984.2200821920554
0,0,1,0,0,0,32,33619.01638309706
1,1,0,0,0,0,48,252.49377267665866
1,0,0,0,0,0,52,357.30028582877975
1,0,0,0,0,0,25,781.0254625368151
1,0,0,0,0,0,43,1287.47929278174
0,0,0,1,0,0,76,28415.178173351553
1,1,0,0,0,0,43,368.7399795179541
1,0,0,0,0,0,45,251.37606113057475
1,1,1,0,0,0,36,583.6711397908788
1,1,0,0,0,0,45,620.2310680906138
1,1,0,0,0,0,50,168.85631700098395
0,1,0,0,1,0,59,22999.401392674023
1,0,0,0,0,0,57,764.2970720596159
1,0,0,0,0,0,35,295.4106155537297
1,1,0,0,0,0,61,302.56938233539375
1,1,0,0,0,0,39,450.28492645113437
1,1,0,0,0,0,41,410.0095258073009
1,0,0,0,0,0,63,508.9513110017206
1,1,0,0,0,0,56,1078.911568575583
0,0,0,1,0,0,30,8137.769063196673
0,0,0,1,0,0,45,441.75523087878713
1,1,1,0,0,0,65,546.7051436463561
1,0,0,0,0,0,50,109.11036161928504
1,1,0,0,0,0,41,398.1769760485607
0,0,1,1,0,0,83,27956.36501378475
1,0,0,1,0,0,45,175.94377557731846
1,0,0,0,0,0,27,168.1390769932863
1,1,0,0,0,0,67,34.13539629576949
1,1,0,0,0,0,57,772.6154364785984
0,1,1,0,0,1,76,26820.57908293988
0,0,0,1,0,0,70,32908.55799503586
0,0,0,1,0,0,76,25498.52613676995
1,0,0,0,0,0,20,432.7764177625627
1,1,0,0,0,1,65,448.60737761724005
1,0,0,0,0,0,48,1534.2958102606196
1,0,0,0,0,0,28,1438.9930412638514
1,0,0,0,0,0,43,492.3462756457392
1,0,0,0,0,0,67,944.607745025661
0,0,0,0,0,0,74,35923.42543309125
1,1,0,0,0,0,52,832.7949914590863
1,0,0,0,0,0,28,447.86809011076855
1,1,1,0,0,0,46,233.92241867611446
1,1,0,0,0,0,31,412.69286749945144
1,0,0,0,0,0,46,461.8923423365902
1,1,1,0,0,1,42,176.9274111384243
1,0,0,0,0,0,65,555.8466987830894
1,0,0,0,0,0,35,410.98695434875907
1,0,0,0,0,0,75,485.76732496808694
1,0,0,0,0,0,55,1182.536732115607
1,1,0,0,0,0,31,505.68380972307875
0,0,1,0,0,0,77,40309.93356365277
1,1,0,0,0,1,61,809.7045945553134
1,0,0,0,0,0,26,357.20657865446003
1,0,0,0,0,0,32,699.9271543697176
0,0,1,0,0,0,43,6278.957038738907
1,0,0,0,0,0,74,145.57551414944587
0,0,0,1,0,0,85,40213.63725397984
1,0,0,0,0,0,58,236.1758775319778
0,1,0,0,0,1,55,1878.1129390981478
1,0,0,0,0,0,44,764.4780612814125
0,0,0,1,0,0,52,16948.870127416227
0,1,0,0,0,1,61,433.483508067976
1,0,0,0,0,0,44,654.5059544763775
1,1,1,0,0,0,26,977.1260046997297
0,0,1,0,0,0,80,26317.570342068237
1,0,0,0,0,0,41,352.4794640809558
0,0,0,1,0,0,84,26596.384651392014
1,0,0,0,0,0,23,417.4886266298631
0,0,0,0,0,0,20,2755.3328124147815
1,0,1,0,0,0,31,316.65598623329976
1,1,0,0,0,0,45,1496.064847409785
1,0,0,0,0,0,24,1748.4323731514985
1,0,0,0,0,0,62,1142.908632640984
1,0,0,0,0,0,83,399.55471105398544
1,0,0,0,0,0,70,399.8515846077326
1,0,0,0,0,0,22,431.2036445447361
1,0,0,0,0,0,47,372.76863205939753
1,0,0,0,0,0,72,1258.3311196404893
0,0,0,0,0,0,40,9623.436193167094
1,0,1,0,0,0,42,726.2187138347676
1,0,0,0,0,0,42,271.5813803691263
1,0,0,0,0,0,53,389.49718060814445
1,0,0,0,0,0,32,1440.1438935824845
1,0,0,0,0,0,31,151.06115326060976
1,1,0,0,0,0,54,678.9073488722704
1,1,0,0,0,0,34,1023.9069467390145
1,0,0,0,0,0,75,12917.100810808593
1,1,0,0,0,0,67,100.15392113386906
0,0,0,0,0,0,58,38354.93312340316
0,0,0,0,0,0,70,9629.102466136444
1,0,0,0,0,0,20,66.53318267478683
1,0,0,0,0,0,33,1343.7348377364337
1,1,0,0,0,0,25,375.91633151728354
1,0,0,0,0,0,39,1175.3516874434501
1,0,1,0,0,0,35,190.18660484344204
1,0,1,0,0,0,67,1422.367999328858
1,1,0,0,0,0,65,2428.2200918801154
1,1,0,0,0,0,78,303.5664790935992
1,0,0,0,0,0,75,567.1562680121967
1,0,0,0,0,0,46,1306.0499574508506
1,0,1,0,0,0,50,428.7573408527897
1,0,0,0,0,0,81,457.7137680082151
0,0,0,0,0,0,74,25522.568146691665
0,0,0,1,0,0,64,29952.138508066128
0,0,1,0,0,0,68,6295.881649895896
1,1,0,0,0,0,57,299.262299446816
1,1,0,0,0,0,34,292.99465867492586
0,0,0,1,0,0,73,25295.181052319367
1,0,0,0,0,0,43,612.8381382901166
1,0,0,0,0,0,76,439.7197543013446
0,1,1,0,0,1,69,14269.732340030158
0,0,0,1,0,0,88,26463.08380826851
1,1,0,0,0,0,77,762.8561752368751
0,0,1,0,0,0,59,3458.260069971716
1,0,0,0,0,0,65,1313.8138986420693
1,1,1,0,0,0,66,441.45281546581424
1,1,0,0,0,0,36,696.7958267569
1,0,0,0,0,0,30,449.6471839288643
1,0,0,0,0,0,28,827.8080005549689
1,0,0,0,0,0,75,579.1323593540999
0,0,1,1,0,0,42,9759.93776039717
1,0,0,0,0,0,20,118.55453912234039
0,0,0,0,0,0,60,1944.7709456780622
1,0,0,0,0,0,42,176.4697447507815
0,0,1,0,0,0,80,1151.9428040096916
1,0,1,0,0,0,18,2145.3469806668973
1,0,0,0,0,0,50,554.0214439757472
0,0,0,0,0,0,46,11988.529536785552
1,0,0,0,0,0,51,592.6384033360692
1,0,0,0,0,0,20,374.49770435116943
1,0,0,0,0,0,77,613.9413529504664
1,1,1,0,0,0,19,515.4687991456269
1,0,0,0,0,0,43,29367.6329478449
1,0,0,0,0,0,27,256.09928102814746
1,0,0,0,0,0,32,661.9126169135573
1,0,0,0,0,0,45,434.9238095763591
1,1,0,0,0,0,49,289.64082220177784
1,0,0,0,0,0,48,539.982338223511
1,0,0,0,0,0,63,196.01112365535366
0,1,0,0,0,1,28,8977.63993299713
1,0,0,0,0,0,46,1031.3529637161714
0,0,1,1,0,0,49,27684.914238319736
1,0,0,0,0,0,52,276.40694390136156
1,0,0,0,0,0,39,755.5183530240317
1,1,0,0,0,0,45,836.8541330964712
1,0,0,0,0,0,40,525.6901926074237
1,1,0,0,0,0,19,721.9255763165215
0,0,1,0,0,0,39,10509.181289427637
1,1,0,0,0,0,64,173.89284142800062
1,0,0,0,0,0,53,1441.7671216840922
1,1,0,0,0,0,36,935.0808677898677
1,0,0,0,0,0,35,638.4144406775334
1,0,0,0,0,0,38,505.6636496574916
1,0,0,0,0,0,36,2280.7945290510584
1,1,0,0,0,0,49,427.7155840621157
1,0,0,0,0,0,27,759.953882186074
1,0,0,0,0,0,50,503.61011220547385
0,1,1,0,0,0,38,671.5163192580136
1,0,0,0,0,0,38,943.9079710230731
1,0,0,0,0,0,38,1049.4984846087964
1,1,0,0,0,0,19,222.62634275791746
1,0,0,0,0,0,49,695.2768724245841
1,1,0,0,0,0,38,315.32418574578645
1,1,0,0,0,0,35,343.0411883562454
1,0,0,1,0,0,56,4844.330163804891
1,1,0,0,0,0,39,439.15897936817527
1,0,0,0,0,0,32,33909.906029021375
1,0,0,0,0,0,58,853.7004508852222
1,0,0,0,0,0,22,539.0482486924857
1,0,0,0,0,0,31,980.5141599153059
1,1,0,0,0,0,59,887.6300390526363
1,0,0,0,0,0,29,432.38912890496454
0,0,1,0,0,0,21,574.02396381854
1,0,0,0,0,0,23,71.94821996786938
1,1,0,0,0,0,50,2365.8741420882716
0,0,1,1,0,0,51,6054.25318091192
1,0,1,0,0,0,42,919.421598854715
1,0,0,0,0,0,60,1872.6426483126324
1,1,0,0,0,0,54,161.8299050449321
1,0,1,0,0,0,58,464.7034076580769
1,0,0,0,0,0,34,326.5380762217142
1,0,0,0,0,0,29,964.4763765313024
1,1,0,0,0,0,39,265.4048868063627
1,1,0,0,0,0,29,392.852967403551
1,1,0,0,0,0,82,457.57239393259414
0,0,1,1,0,0,23,13058.367370768994
0,0,0,1,0,0,82,39752.15146460537
1,0,0,0,0,0,42,584.5368885895579
1,0,0,0,0,0,23,342.86833839121897
0,0,0,0,0,0,33,1280.6980208321559
1,1,0,0,0,0,43,419.8703377430503
1,0,0,1,0,0,44,3696.28678858553
1,1,0,0,0,0,65,291.9692071038397
1,0,0,0,0,0,55,578.294262220251
1,1,0,0,0,0,39,321.8208262085618
0,0,0,0,0,0,34,42497.2162499333
1,1,0,0,0,0,73,250.0982303539639
1,0,0,0,0,0,59,806.2870774795947
1,1,0,0,0,0,53,154.5846979632853
1,0,0,0,0,0,55,866.7173469777813
1,0,0,0,0,0,60,666.8197649621702
1,1,0,0,0,0,25,162.8990196154889
1,0,0,0,0,0,20,590.973463716023
0,1,0,0,0,1,55,428.8665542821185
0,0,1,1,0,0,83,707.1891633659621
1,0,1,0,0,0,45,247.64615919592325
1,0,0,0,0,0,43,290.7980406847201
1,1,0,0,0,0,37,208.99139160046852
0,0,1,1,0,0,28,766.7916883256343
1,1,1,0,0,0,21,2042.8501379614765
1,0,0,0,0,0,51,963.769676248689
0,0,0,0,0,0,40,35358.6502815242
1,0,0,0,0,0,48,310.21258354268866
1,0,0,0,0,0,21,1803.00299367813
1,0,0,0,0,0,37,1787.2336166751968
0,1,0,0,0,1,79,176.22388153403915
1,0,0,0,0,0,66,496.37397340534824
1,0,1,1,0,0,43,547.301743991018
0,0,1,0,0,0,68,13987.12484536857
0,0,0,1,0,0,44,20016.877744954774
1,1,1,0,0,0,66,1033.5524326258749
0,0,1,0,0,0,55,30677.396237524914
1,0,0,0,0,0,58,423.95374461373405
1,0,0,0,0,0,66,1142.7122851250247
1,0,0,0,0,0,69,202.30371467303803
1,1,0,0,0,0,31,505.9292060912822
1,0,1,0,0,0,57,348.4715748946205
1,0,0,0,0,0,19,233.7509491191304
0,0,1,0,0,0,44,2536.7465145349074
1,0,0,0,0,0,26,201.97508814221177
0,1,0,0,0,0,62,1350.8882254197204
1,0,0,0,0,0,61,1793.966324400161
1,0,1,0,0,0,47,735.6729809791152
0,0,1,1,0,0,66,27066.240484386566
1,0,0,0,0,0,39,684.1282007097493
1,0,0,0,0,0,21,824.8363098705992
0,1,0,0,0,1,69,7750.857157015247
1,0,0,0,0,0,27,426.6743816912745
1,0,0,0,0,0,28,1035.2610634915698
1,1,0,0,0,0,18,1373.615799945656
1,0,1,0,0,0,56,298.3344750035522
1,0,0,1,0,0,30,506.7020792268931
1,0,0,0,0,0,39,3740.647385786343
1,0,0,0,0,0,70,246.98947387420904
1,1,0,0,0,0,56,194.31325175318432
0,0,1,1,0,0,46,20768.768399260713
1,0,0,1,0,0,32,176.89312757702388
1,0,0,0,0,0,49,1193.9534414528678
1,0,0,0,0,0,19,529.037479551902
1,0,0,0,0,0,48,604.4024762954771
1,0,0,0,0,0,61,567.5740931586078
0,0,0,1,0,0,60,30654.044236347483
0,0,1,0,0,0,59,32832.83802699303
1,0,0,0,0,0,68,400.3866956790832
1,1,0,0,0,0,25,454.42708479079965
0,0,0,0,0,0,35,35279.29923844732
1,0,0,0,0,0,31,716.2913491191202
1,0,0,0,0,0,35,828.7747114174197
1,1,0,0,0,0,48,446.7519124984814
1,0,0,1,0,0,67,198.25507791834
1,0,0,0,0,0,55,1226.9145900897693
1,0,0,0,0,0,30,792.223724031912
1,0,0,0,0,0,46,1287.0057006006555
1,0,0,0,0,0,27,367.92695487015243
1,0,0,0,0,0,69,1362.1846002242144
1,0,0,0,0,0,42,1055.0198277020088
1,0,0,0,0,0,58,2056.2413249203514
0,0,1,0,0,0,75,41671.62282350773
1,1,1,0,0,0,42,723.9178636410936
1,0,1,0,0,0,78,1412.5785984202348
1,0,0,0,0,0,21,1070.7216487226374
0,1,0,0,0,0,73,8983.023275401303
1,0,0,0,0,0,79,1936.4350729425778
1,0,0,0,0,0,40,834.0331385254927
1,1,1,0,0,0,80,278.7120876507741
1,0,0,0,0,0,32,679.3644656257993
1,0,0,0,0,0,33,561.49338782564
0,0,1,1,0,0,74,26667.10726832204
1,0,0,0,0,0,60,623.8927948028572
1,1,0,0,0,0,80,223.41718100814572
1,0,0,0,0,0,43,393.5450733656849
1,1,0,0,0,0,51,356.48683625724584
1,0,1,0,0,0,22,293.47934892265687
0,0,0,1,0,0,66,21991.605957268108
1,0,0,0,0,0,75,1171.3616206590918
1,1,0,0,0,0,27,1142.7588915544004
1,0,0,0,0,0,55,198.79303284645192
1,1,0,0,0,0,48,164.2403820528629
1,0,0,0,0,0,39,9967.29265990378
0,0,0,1,0,0,87,21232.1787883293
0,1,1,0,0,0,66,298.26898022555815
0,0,1,0,0,0,76,2569.3729526627953
0,1,0,0,0,0,72,1359.5447364054633
1,1,0,0,0,0,47,1482.5587917028406
1,1,0,0,0,0,39,574.1333860209694
0,0,0,1,0,0,83,23609.967501138493
0,0,0,1,0,0,75,22834.42993336805
1,0,0,0,0,0,34,1052.0623718640456
1,0,0,0,0,0,44,598.8103939210573
0,0,0,1,0,0,23,168.75547849412658
1,0,0,0,0,0,41,3738.567208358399
0,1,0,0,0,0,73,11976.378610791031
1,0,0,0,0,0,66,1602.6308518816154
1,1,0,0,0,0,78,1210.8727649646246
1,0,0,0,0,0,52,482.4980013439525
1,0,0,0,0,0,62,924.4082248262781
1,1,0,0,0,0,47,272.620906393611
0,0,0,0,0,0,43,6425.3420406274145
1,0,0,0,0,0,69,144.39329141923662
1,0,0,0,0,0,37,257.3017846724185
1,1,0,0,0,0,46,1011.7151131463212
1,1,1,0,0,0,25,545.3703124854134
1,0,0,0,0,0,35,411.2811205751826
1,1,0,0,0,0,19,493.8446156484531
0,0,0,0,0,0,77,11477.687289916426
1,1,0,0,0,0,66,269.19856681681705
1,0,0,0,0,0,54,230.05002544765142
1,0,0,0,0,0,60,450.9364390625127
1,1,0,0,0,0,71,12169.226726098572
1,0,0,0,0,0,26,569.9767001524104
1,0,0,0,0,0,30,1511.1785825254399
0,1,0,0,1,1,79,22215.994999518043
1,0,0,0,0,0,53,492.41607424966844
1,1,0,0,0,0,59,1113.9689270590422
0,0,1,0,0,0,73,10590.381874659699
1,0,0,0,0,0,40,397.4056675620167
0,1,1,0,0,0,67,18539.647221140993
1,1,0,0,0,0,61,317.14799093377195
1,0,0,0,0,0,26,2597.23975976804
1,1,0,0,0,0,37,962.9625374490929
1,0,0,0,0,0,45,248.88363650596753
1,0,0,0,0,0,75,191.95439278529602
0,0,0,0,0,0,73,30693.884446095137
1,0,0,0,0,0,48,476.680380864654
1,0,1,0,0,0,67,42.790096006273934
1,0,1,0,0,0,29,1256.8786842136644
1,0,0,0,0,0,36,529.7196350555876
1,0,0,0,0,0,74,1121.1982900280968
1,0,0,0,0,0,49,3256.446363560387
1,0,0,0,0,0,48,773.5499446355617
1,0,0,0,0,0,19,1355.7448399730558
1,0,0,0,0,0,58,131.1256316806227
1,0,0,0,0,0,54,492.00287721663545
1,0,0,0,0,0,27,185.9924017538978
1,0,0,0,0,0,59,390.05110910559716
0,0,1,0,0,0,73,30091.29022919555
0,0,0,1,0,0,39,15948.580216617696
1,1,0,0,0,0,56,583.4484220462821
1,0,0,0,0,0,44,344.91990639773877
0,0,0,0,0,0,53,304.85192058863237
1,0,0,0,0,0,36,1095.1060317434194
0,0,1,0,0,0,66,32945.653143373034
1,0,0,0,0,0,47,632.1710492939865
1,0,0,0,0,0,40,561.826623364941
1,1,0,0,0,0,66,1232.4647286764907
1,0,0,0,0,0,31,407.2967571746987
1,0,0,0,0,0,58,4909.263879705814
1,0,0,0,0,0,71,968.348648197702
0,0,0,0,0,0,65,10858.886592013258
1,1,0,0,0,0,44,323.60025694848514
0,0,0,0,0,0,47,42261.080620402405
1,0,0,0,0,0,19,38413.2908579597
1,0,1,0,0,0,29,6253.899949543344
1,0,0,0,0,0,38,590.5110827755794
1,0,0,0,0,0,65,500.208013263983
1,0,0,0,0,0,41,41.80746054218002
0,0,1,1,0,0,72,23567.508203296184
1,0,1,0,0,0,18,418.7285991229035
1,1,0,0,0,0,32,1518.5203989807471
0,1,0,0,0,1,74,1011.0029591953333
1,0,0,0,0,0,51,1344.2779480176625
1,0,0,0,0,0,56,369.500389182614
1,1,1,0,0,0,69,2752.6887962564283
1,0,0,0,0,0,19,402.95016107227383
0,0,0,0,0,0,83,582.4262840425401
1,0,0,0,0,0,60,406.891110702007
0,1,1,0,0,0,58,24534.00133380358
1,0,0,0,0,0,52,830.9168969025932
1,0,0,0,0,0,39,688.7295154222488
0,0,1,1,0,0,62,399.3598852943581
1,0,0,0,0,0,56,250.24844230795446
1,1,0,0,0,0,35,1389.0919926949132
1,0,0,0,0,0,42,436.0831650967776
0,0,0,0,0,0,44,4229.281691126641
1,0,0,0,0,0,68,592.6158809001038
1,0,0,0,0,0,68,267.50970273417914
1,0,1,0,0,0,51,248.31490904853413
1,0,0,0,0,0,38,1410.7406137748435
1,0,1,0,0,0,50,832.407488962413
0,0,0,1,0,0,64,1005.0331871923123
1,1,0,0,0,0,46,627.6916621722969
1,0,0,0,0,0,46,139.88507116462839
1,1,0,0,0,0,47,309.11702466696
1,0,1,0,0,0,73,927.9104479622999
1,1,0,0,0,0,44,688.179271699344
1,0,0,0,0,0,51,530.6350906556124
1,0,0,0,0,0,45,296.4753382058203
1,1,0,0,0,0,44,56.60085811389653
1,0,0,0,0,0,40,239.23542439230027
1,1,0,0,0,0,24,349.28227152267976
1,0,0,0,0,0,39,1461.8827433955407
1,1,0,0,0,0,40,434.0628830072071
1,0,0,0,0,0,50,1649.3865219715142
0,0,1,0,0,0,47,32245.406772751972
1,0,0,0,0,0,18,755.0638222590865
1,0,0,0,0,0,69,310.96648876349553
1,1,0,0,0,0,57,575.9558868084807
0,0,1,0,0,0,75,9529.721017030806
0,0,1,1,0,0,78,12324.964162166698
0,0,0,0,0,0,74,35974.831245201756
1,0,0,0,0,0,41,1343.2185251093972
1,0,0,0,0,0,34,697.569484110478
1,0,1,0,0,0,29,57.40721176509418
1,0,0,0,0,0,45,988.1601165773868
1,0,0,0,0,0,34,493.6629497276021
1,0,0,0,0,0,32,2265.0164822906895
1,0,1,0,0,0,30,754.8409934707443
1,1,0,0,0,0,65,186.41090783830379
1,0,0,0,0,0,32,462.5789085119735
1,0,0,0,0,0,44,4600.629511267205
1,0,0,0,0,0,79,48.764412167923176
1,0,0,0,0,0,46,695.3734603122755
1,0,0,0,0,0,45,212.36302030132052
0,0,1,0,0,0,41,3001.744939980923
1,0,0,0,0,0,37,1387.771497103975
1,0,0,0,0,0,34,862.2404366091644
1,0,0,0,0,0,34,1916.466248100788
1,0,1,0,0,0,27,1767.8544106440452
1,0,0,0,0,0,41,489.83298131326063
1,0,0,0,0,0,42,634.9851261020624
1,0,0,0,0,0,36,393.2285520244755
1,1,0,0,0,0,28,299.70708799185684
1,0,0,0,0,0,79,212.85165017702522
0,0,0,0,0,0,49,32683.477905491116
1,0,0,0,0,0,68,587.2917283682609
0,1,0,0,0,1,88,2778.1996705629176
1,1,1,0,0,0,47,968.5735725730418
1,0,0,0,0,0,47,1899.5812036984673
1,0,0,0,0,0,40,1807.8480783918476
1,0,0,0,0,0,83,259.0211526201333
0,0,1,1,0,0,62,9091.05624864675
1,0,0,0,0,0,24,492.7374094096232
1,0,0,0,0,0,24,1698.1553012118243
1,0,0,0,0,0,37,938.6403619265493
0,0,1,0,0,0,85,28953.352012581687
1,0,1,0,0,0,61,643.5859927417382
1,0,0,0,0,0,72,4634.012885465457
0,0,0,1,0,0,56,29064.78304455563
1,1,0,0,0,0,34,316.16997150011167
0,0,1,1,0,0,47,26845.227882542407
1,0,0,0,0,0,33,756.1846263403513
1,1,0,0,0,0,80,196.52362206531453
1,0,1,0,0,0,25,175.30350117591288
1,0,0,0,0,0,25,320.41489451090666
1,0,1,0,0,0,56,251.25415431110267
0,0,1,0,0,0,70,29218.059374327255
1,1,0,0,0,0,79,617.7667097219326
1,0,1,0,0,0,76,352.77099569206797
1,0,0,0,0,0,56,755.946613569838
1,1,0,0,0,0,29,506.0127910082045
1,0,0,1,0,0,21,689.8761876128382
0,1,0,0,0,0,58,32161.872182492545
1,0,0,0,0,0,45,892.0636325911087
1,0,0,0,0,0,56,581.2748362104991
1,0,0,0,0,0,39,339.49481354682155
1,1,0,0,0,0,41,568.8443198824236
1,0,0,0,0,0,34,1890.3240033122295
1,0,0,0,0,0,48,316.25154751905166
1,1,0,0,0,0,35,640.5468528280069
1,1,1,0,0,0,25,617.3508918621162
1,0,0,0,0,0,42,1632.5337908188797
0,0,1,1,0,0,68,23892.18878078583
1,1,0,0,0,0,43,357.95836693422825
0,1,1,0,0,0,53,33785.66714973422
1,0,0,0,0,0,75,127.51231385143508
0,0,0,0,0,0,44,22138.937427955043
1,0,0,0,0,0,39,737.6038118294227
1,1,0,0,0,0,48,517.6049720955859
0,1,0,0,0,1,36,507.5563187658372
1,0,0,0,0,0,48,256.04129210402283
1,0,0,0,0,0,31,960.8520244165113
0,0,0,0,0,0,63,9620.641640574475
0,0,0,1,0,0,86,8927.69883845175
1,1,1,0,0,0,33,972.2938052060624
1,1,0,0,0,0,38,474.3315678466151
1,1,0,0,0,0,70,1257.230838614371
0,0,1,1,0,0,65,32649.900496243947
1,0,0,0,0,0,56,520.6545116495685
1,0,0,0,0,0,48,291.9323926943412
1,1,0,0,0,0,24,498.1379938958959
0,0,0,1,0,0,78,817.9686649283435
1,0,0,0,0,0,43,902.8121293267341
0,0,0,1,0,0,32,1312.0667909474514
1,0,0,0,0,0,35,1932.158365845183
1,0,0,0,0,0,57,372.8920423510799
0,0,0,1,0,0,72,26791.564871306928
1,1,0,0,0,0,41,1753.7158204561322
0,0,1,1,0,0,71,31825.09365562627
1,0,0,0,0,0,22,1325.0011622867426
0,1,0,0,0,0,44,649.4226328641133
1,1,0,0,0,0,21,579.3418977711952
1,0,1,0,0,0,44,370.96627487998256
0,0,1,0,0,0,78,9649.30645767209
1,1,0,0,0,0,55,70.27576923056789
1,0,0,0,0,0,83,1006.0876955696042
1,1,0,0,0,0,26,1058.103159160577
1,0,0,0,0,0,67,650.9177503493416
1,0,0,0,0,0,25,1311.5157340264102
0,0,0,1,0,0,40,852.6985964340454
1,0,0,0,0,0,76,479.12777970915374
1,0,0,0,0,0,81,252.4078093352403
0,0,1,0,0,0,27,35381.97471876549
0,0,1,0,0,0,60,28341.98477234883
1,0,0,0,0,0,26,1581.587471644053
0,0,0,0,0,0,76,34478.31571340457
1,0,0,0,0,0,75,824.8310458105735
0,0,1,0,0,0,71,2289.4451416885067
1,1,0,0,0,0,70,571.5717124515663
1,0,0,0,0,0,64,1385.497300035742
1,0,0,0,0,0,34,620.4122807678447
1,0,0,0,0,0,32,278.1124122610287
1,0,0,0,0,0,59,133.16258895374594
1,0,1,0,0,0,38,1165.2838297349958
1,0,0,0,0,0,46,420.72752205810025
1,1,0,0,0,0,44,646.8263807860756
1,1,1,0,0,0,30,1348.7871836660263
0,0,0,0,0,0,28,14376.384618569018
0,0,0,1,0,0,71,23454.760485768267
1,0,0,0,0,0,48,239.16776257265826
1,0,0,0,0,0,37,144.70763903670272
1,0,0,0,0,0,72,228.36150278444669
1,0,0,0,0,0,52,224.9755220920525
1,0,0,0,0,0,44,917.2538072569431
0,0,1,1,0,0,22,39479.94473000267
0,1,1,0,0,1,57,1450.8769141188827
1,0,0,0,0,0,67,296.2291119887646
1,1,0,0,0,0,19,568.2118866318513
1,1,0,0,0,0,63,475.6921731289305
1,0,0,0,0,0,29,318.4484012906767
1,0,0,0,0,0,77,121.88536557139568
0,1,0,0,0,0,80,410.6157547327539
0,0,0,1,0,0,60,223.9472518371379
1,0,0,0,0,0,57,506.3145896587013
1,0,0,0,0,0,30,3484.6450031202467
1,1,0,0,0,0,70,618.6960152131728
1,0,1,0,0,0,53,2139.349542149164
1,0,1,0,0,0,27,672.8638018821778
0,0,0,0,0,0,40,32076.72057014006
0,0,1,1,0,0,87,3135.61284676736
0,0,0,0,0,0,20,14094.356682453721
0,0,1,0,0,0,68,26590.847888623088
1,0,0,0,0,0,78,490.60031704600544
1,0,0,0,0,0,45,235.7160781470451
1,0,0,0,0,0,59,411.91761420831614
0,0,0,0,0,0,40,7152.575406166982
0,0,0,1,0,0,65,728.479829587856
1,0,1,0,0,0,32,50.32910315611189
1,1,0,0,0,0,70,554.0849277387821
1,0,0,0,0,0,27,496.5597370534267
1,0,0,0,0,0,34,534.7575747751961
1,0,0,0,0,0,63,396.33481258378185
1,0,1,0,0,0,26,1062.0736967663854
1,0,0,0,0,0,57,297.01052309757324
1,0,1,0,0,0,62,317.0173439419669
0,0,0,1,0,0,36,25183.99733813827
1,1,0,0,0,0,81,495.10050924779694
0,1,0,0,1,0,44,35542.32390009569
1,0,0,0,0,0,74,371.14450572919327
0,1,1,0,0,0,79,1890.5718007484452
1,0,0,0,0,0,46,526.5398772720654
1,0,0,0,0,0,24,441.6783455197467
1,0,0,0,0,0,38,1642.8923524327927
1,0,0,0,0,0,58,1225.9649312647248
0,0,0,0,0,0,85,36709.86413466011
1,0,0,0,0,0,54,777.4645285736037
1,1,0,0,0,0,43,353.47863651583685
1,0,0,0,0,0,20,112.47400496255655
0,0,0,0,0,0,68,29881.854790015994
1,0,0,0,0,0,69,466.6804371797626
1,1,0,0,0,0,28,441.7045250583284
0,1,0,0,0,0,56,1889.0063333193684
1,0,0,0,0,0,73,614.4788373195155
1,0,0,0,0,0,22,17584.011812257468
1,1,0,0,0,0,78,1340.0429608425388
1,0,0,0,0,0,72,786.9768118789067
1,0,1,0,0,0,83,718.3222225272145
1,0,1,0,0,0,49,4658.51417738292
0,1,0,0,0,1,78,3219.8648170075016
1,1,1,0,0,0,37,412.1714246214821
